fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,qualidade_bin
-0.5104987834940897,0.9092265591113566,-1.3705073480816643,-0.47512451978919334,-0.23073902152036233,-0.45704268786777325,-0.3722941277497887,0.5745169194223603,1.25871871441813,-0.5781530967190814,-0.9615628058419379,0
-0.28067556111842046,1.8924178175077748,-1.3705073480816643,0.057517237155318465,0.22303961616580165,0.9193487305139495,0.6244660976039789,0.05244793250674514,-0.7070676561270965,0.1384376327371194,-0.5961079108084886,0
-0.28067556111842046,1.2369569785768295,-1.1665639947200015,-0.17075780153518674,0.09928180588775685,-0.06378799690156671,0.23180297852522194,0.15686172988985655,-0.3265928747312482,-0.04071004962693097,-0.5961079108084886,0
1.6728218290747707,-1.3848863771469515,1.484699598981613,-0.47512451978919334,-0.2513653232333698,0.13283934858153654,0.41303211040772514,0.6789307168054717,-0.9607175103909973,-0.4587213084763819,-0.5961079108084886,0
-0.5104987834940897,0.6907396128010419,-1.3705073480816643,-0.551216199352695,-0.2513653232333698,-0.26041534238466996,-0.1910649958672855,0.5745169194223603,1.25871871441813,-0.5781530967190814,-0.9615628058419379,0
-0.22321975552450277,0.363009193335569,-1.0645923180391703,-0.7033995584796982,-0.3751231335114143,-0.06378799690156671,0.3828272550939746,-0.15637966225953567,-0.07294302046734745,-1.1753120379325823,-0.9615628058419379,0
-0.5679545890880074,0.636117876223463,-1.3705073480816643,-1.007766276733705,-0.45762834036344413,-0.06378799690156671,-0.7649572468285456,-1.0961038387075965,0.49776915162643065,-1.1155961438112325,-0.41338046329176475,1
-0.28067556111842046,0.2537657201804114,-1.268535671400833,-0.3990328402256916,-0.2926179266593847,-0.6536700333508765,-0.8555718127697972,0.05244793250674514,0.30753176092850365,-0.518437202597732,-0.870199082083576,1
-0.9126894226515117,0.2537657201804114,-0.9626206413583389,-0.551216199352695,0.20241331445279218,-0.06378799690156671,0.5640563869764778,-0.4174141557173142,-0.19976794759929783,-0.6975848849617817,-1.1442902533586634,0
-1.5447032841846033,0.44494179820193724,-1.3705073480816643,-0.7033995584796982,0.03740290074873446,0.03452567583998491,0.3828272550939746,-1.2527245347823215,1.7026059593799578,-0.817016673204482,-0.5047441870501267,0
-0.28067556111842046,0.4176309299131478,0.10808196379038984,-0.7033995584796982,0.5530604435739208,-0.6536700333508765,-0.5233184043185414,0.3656893246560794,-0.3265928747312482,5.393436315415926,-1.2356539771170252,0
0.12151507803900141,-1.3848863771469515,1.484699598981613,-0.551216199352695,0.09928180588775685,1.9024854579294657,1.711840888898998,0.10465483119830085,-0.07294302046734745,0.5564488915865696,0.0434381555000464,1
-0.22321975552450277,-1.1663994308366366,1.2297704072795346,-0.551216199352695,5.235230932426612,0.13283934858153654,0.29221268915272297,0.10465483119830085,-1.7216670731826995,2.5270733975911224,-1.1442902533586634,0
-0.39558717230625534,-0.784047274793585,0.21005364047122124,-0.17075780153518674,-0.10698121124231952,0.7227213850308463,0.745285518858981,0.7833445141885831,1.3221311779841067,-0.04071004962693097,-0.6874716345668521,0
-0.22321975552450277,-0.5655603284832701,-0.2998047429329354,-0.7033995584796982,0.3880500298698611,-0.5553563606093248,-0.2816795618085371,-0.05196586487636628,-0.8973050468250234,1.511903197528171,-0.870199082083576,0
